10419,Staff,1992-04-25,2000-04-25
10420,Senior Staff,1997-01-16,2000-07-09
10420,Staff,1988-01-17,1997-01-16
10421,Senior Staff,1998-04-07,9999-01-01
10421,Staff,1990-04-07,1998-04-07
10422,Engineer,1995-01-03,9999-01-01
10423,Staff,1999-05-27,9999-01-01
10424,Senior Engineer,1989-08-07,9999-01-01
10425,Engineer,1995-05-07,2001-05-06
10425,Senior Engineer,2001-05-06,2002-05-06
10426,Technique Leader,1985-07-06,9999-01-01
10427,Senior Staff,1999-10-03,9999-01-01
10427,Staff,1994-10-03,1999-10-03
10428,Senior Staff,1999-06-05,9999-01-01
10428,Staff,1992-06-04,1999-06-05
10429,Senior Engineer,1988-09-23,9999-01-01
10430,Senior Engineer,1998-07-05,9999-01-01
10431,Senior Staff,1995-10-08,9999-01-01
10431,Staff,1987-10-08,1995-10-08
10432,Senior Staff,1996-08-12,9999-01-01
10432,Staff,1990-08-13,1996-08-12
10433,Assistant Engineer,1992-11-26,1999-11-27
10433,Engineer,1999-11-27,9999-01-01
10434,Engineer,1995-06-27,2001-06-26
10434,Senior Engineer,2001-06-26,2002-06-22
10435,Engineer,1996-06-08,9999-01-01
10436,Senior Staff,1988-01-30,9999-01-01
10437,Engineer,1996-04-12,9999-01-01
10438,Assistant Engineer,1990-01-19,1997-01-19
10438,Engineer,1997-01-19,9999-01-01
10439,Engineer,1993-05-01,2002-05-01
10439,Senior Engineer,2002-05-01,9999-01-01
10440,Technique Leader,1997-04-04,9999-01-01
10441,Engineer,1988-07-12,1993-07-12
10441,Senior Engineer,1993-07-12,9999-01-01
10442,Senior Staff,1999-02-12,2001-03-13
10442,Staff,1992-02-12,1999-02-12
10443,Senior Engineer,1989-08-01,2002-07-06
10444,Staff,1994-10-23,9999-01-01
10445,Engineer,1987-11-04,1993-11-03
10445,Senior Engineer,1993-11-03,9999-01-01
10446,Engineer,1996-12-25,9999-01-01
10447,Assistant Engineer,1988-12-29,1997-12-29
10447,Engineer,1997-12-29,2000-11-15
10448,Senior Staff,2000-03-12,9999-01-01
10448,Staff,1992-03-12,2000-03-12
10449,Senior Staff,1994-03-28,9999-01-01
10449,Staff,1987-03-28,1994-03-28
10450,Engineer,1997-08-24,9999-01-01
10451,Assistant Engineer,1988-03-12,1993-03-12
10451,Engineer,1993-03-12,1998-03-12
10451,Senior Engineer,1998-03-12,9999-01-01
10452,Engineer,1995-11-12,2000-11-11
10452,Senior Engineer,2000-11-11,2001-10-11
10453,Senior Staff,1993-04-02,9999-01-01
10453,Staff,1985-04-02,1993-04-02
10454,Senior Staff,1989-04-16,9999-01-01
10455,Senior Staff,2002-02-19,9999-01-01
10455,Staff,1995-02-19,2002-02-19
10456,Staff,2000-01-06,9999-01-01
10457,Senior Engineer,1999-10-23,9999-01-01
10458,Senior Staff,2002-07-05,9999-01-01
10458,Staff,1994-07-05,2002-07-05
10459,Staff,1997-06-28,9999-01-01
10460,Engineer,1999-06-30,2001-04-15
10461,Senior Staff,1992-08-02,9999-01-01
10461,Staff,1987-08-03,1992-08-02
10462,Senior Engineer,1996-03-25,9999-01-01
10463,Staff,1994-02-17,9999-01-01
10464,Senior Staff,1999-05-21,9999-01-01
10464,Staff,1991-05-21,1999-05-21
10465,Senior Staff,2001-12-11,9999-01-01
10465,Staff,1994-12-11,2001-12-11
10466,Staff,1997-08-22,2000-08-15
10467,Staff,1992-05-22,1999-11-01
10468,Senior Staff,1998-05-28,9999-01-01
10468,Staff,1991-05-28,1998-05-28
10469,Senior Engineer,1985-06-05,9999-01-01
10470,Engineer,1989-09-19,1994-09-19
10470,Senior Engineer,1994-09-19,9999-01-01
10471,Senior Engineer,1990-11-18,9999-01-01
10472,Staff,1999-12-01,2002-01-02
10473,Engineer,1997-09-23,9999-01-01
10474,Engineer,1987-02-21,1992-02-21
10474,Senior Engineer,1992-02-21,9999-01-01
10475,Engineer,1992-05-13,1994-12-30
10476,Senior Staff,1994-09-20,9999-01-01
10476,Staff,1987-09-20,1994-09-20
10477,Engineer,1997-05-26,2002-05-26
10477,Senior Engineer,2002-05-26,9999-01-01
10478,Senior Staff,1992-06-09,9999-01-01
10479,Senior Engineer,1993-07-24,9999-01-01
10480,Staff,1988-05-18,1989-06-03
10481,Engineer,1989-10-03,1998-10-03
10481,Senior Engineer,1998-10-03,9999-01-01
10482,Engineer,1996-02-26,9999-01-01
10483,Assistant Engineer,1993-11-10,1998-11-10
10483,Engineer,1998-11-10,9999-01-01
10484,Senior Staff,1996-12-20,9999-01-01
10485,Engineer,1996-01-21,9999-01-01
10486,Engineer,1987-10-08,1996-10-07
10486,Senior Engineer,1996-10-07,9999-01-01
10487,Engineer,1992-08-14,2001-08-14
10487,Senior Engineer,2001-08-14,9999-01-01
10488,Engineer,1994-07-09,2002-07-09
10488,Senior Engineer,2002-07-09,9999-01-01
10489,Engineer,1989-09-10,1989-10-06
10490,Senior Staff,1997-11-22,9999-01-01
10490,Staff,1992-11-22,1997-11-22
10491,Senior Staff,1998-01-17,9999-01-01
10491,Staff,1990-01-17,1998-01-17
10492,Engineer,1988-04-29,1997-04-29
10492,Senior Engineer,1997-04-29,9999-01-01
10493,Senior Staff,1998-10-29,9999-01-01
10494,Engineer,1991-12-18,2000-12-17
10494,Senior Engineer,2000-12-17,9999-01-01
10495,Technique Leader,1989-09-24,9999-01-01
10496,Staff,1995-08-29,1999-01-26
10497,Engineer,1992-01-22,1999-01-22
10497,Senior Engineer,1999-01-22,9999-01-01
10498,Engineer,1994-03-09,9999-01-01
10499,Senior Staff,2001-07-31,9999-01-01
10499,Staff,1996-07-31,2001-07-31
10500,Engineer,1996-12-16,9999-01-01
110022,Manager,1985-01-01,1991-10-01
110022,Senior Staff,1991-10-01,9999-01-01
110039,Manager,1991-10-01,9999-01-01
110039,Senior Staff,1986-04-12,1991-10-01
110085,Manager,1985-01-01,1989-12-17
110085,Senior Staff,1989-12-17,9999-01-01
110114,Manager,1989-12-17,9999-01-01
110114,Senior Staff,1985-01-14,1989-12-17
110183,Manager,1985-01-01,1992-03-21
110183,Staff,1992-03-21,9999-01-01
110228,Manager,1992-03-21,9999-01-01
110228,Senior Staff,1985-08-04,1992-03-21
110303,Manager,1985-01-01,1988-09-09
110303,Technique Leader,1988-09-09,9999-01-01
110344,Manager,1988-09-09,1992-08-02
110344,Senior Engineer,1985-11-22,1988-09-09
110344,Technique Leader,1992-08-02,9999-01-01
110386,Manager,1992-08-02,1996-08-30
110386,Technique Leader,1988-10-14,1992-08-02
110386,Technique Leader,1996-08-30,9999-01-01
110420,Manager,1996-08-30,9999-01-01
110420,Senior Engineer,1992-02-05,1996-08-30
110511,Manager,1985-01-01,1992-04-25
110511,Technique Leader,1992-04-25,9999-01-01
110567,Manager,1992-04-25,9999-01-01
110567,Technique Leader,1986-10-21,1992-04-25
110725,Manager,1985-01-01,1989-05-06
110725,Technique Leader,1989-05-06,9999-01-01
110765,Manager,1989-05-06,1991-09-12
110765,Technique Leader,1989-01-07,1989-05-06
110765,Technique Leader,1991-09-12,9999-01-01
110800,Manager,1991-09-12,1994-06-28
110800,Senior Engineer,1986-08-12,1991-09-12
110800,Technique Leader,1994-06-28,9999-01-01
110854,Manager,1994-06-28,9999-01-01
110854,Technique Leader,1989-06-09,1994-06-28
111035,Manager,1985-01-01,1991-03-07
111035,Staff,1991-03-07,9999-01-01
111133,Manager,1991-03-07,9999-01-01
111133,Staff,1986-12-30,1991-03-07
111400,Manager,1985-01-01,1991-04-08
111400,Staff,1991-04-08,9999-01-01
111534,Manager,1991-04-08,9999-01-01
111534,Senior Staff,1988-01-31,1991-04-08
111692,Manager,1985-01-01,1988-10-17
111692,Staff,1988-10-17,9999-01-01
111784,Manager,1988-10-17,1992-09-08
111784,Senior Staff,1988-02-12,1988-10-17
111784,Staff,1992-09-08,9999-01-01
111877,Manager,1992-09-08,1996-01-03
111877,Senior Staff,1991-08-17,1992-09-08
111877,Staff,1996-01-03,9999-01-01
111939,Manager,1996-01-03,9999-01-01
111939,Senior Staff,1989-07-10,1996-01-03
